task_id,learner_id,VanA,C_Harrell,C_Uno,C_Gonen,IGS,ILL,RMSE,MAE
gbsg,surv.kaplan.encode.nop.class_semipar_cvglmnet.tuned.compose_distr.compose_crank,0.749764533,0.659407413,0.651320708,0.548464227,0.19768783,0.010915788,23.32399658,20.54754727
gbsg,surv.kaplan.class_semipar_penalized.tuned.compose_distr.compose_crank,0.996522626,0.663119078,0.653925252,0.957767665,0.181442891,0.013453168,27.79473388,24.33866406
gbsg,surv.kaplan.class_par_param.tuned.compose_distr.compose_crank,0.978969427,0.665815425,0.656697428,0.628007448,0.180010999,0.0148695,87.15878339,74.56675704
gbsg,surv.kaplan.class_par_flex.tuned.compose_distr.compose_crank,0.995712673,0.662597752,0.653468156,0.617733371,0.181567734,0.013715839,101.795235,80.48967731
gbsg,surv.kaplan.ml_ranfor_rfsrc_brier.tuned.compose_distr.compose_crank,1.487777177,0.678256357,0.668962431,0.950384474,0.184975933,0.042673886,26.28726787,23.29505096
gbsg,surv.kaplan.ml_ranfor_rfsrc_logrank.tuned.compose_distr.compose_crank,1.478546959,0.676399112,0.666898644,0.952777469,0.184480196,0.042770007,26.20241894,23.12817491
gbsg,surv.kaplan.ml_ranfor_ranger_c.tuned.compose_distr.compose_crank,0.975494657,0.675360668,0.666054654,0.95935632,0.181240566,0.014901968,27.0415312,23.81657124
gbsg,surv.kaplan.ml_ranfor_rscif.tuned.compose_distr.compose_crank,1.983801066,0.677332556,0.668141675,0.956820559,0.228434888,0.223840144,27.77752167,24.57847795
gbsg,surv.kaplan.ml_ranfor_rrt.tuned.compose_distr.compose_crank,0.292721347,0.622562862,0.61732527,0.547452688,0.28610572,0.062784221,20.19988575,15.45499227
gbsg,surv.kaplan.ml_gbm_mboost_coxph.tuned.compose_distr.compose_crank,1.448103424,0.6756459,0.665428484,0.643674934,0.178594252,0.029344331,25.45920273,21.91641848
gbsg,surv.kaplan.ml_gbm_mboost_cindex.tuned.compose_distr.compose_crank,1.017926713,0.657723749,0.651004624,0.508574259,0.196513928,0.012095784,29.21088878,26.03716505
gbsg,surv.kaplan.ml_gbm_mboost_gehan.tuned.compose_distr.compose_crank,85.0788475,0.678575957,0.667262602,0.651733351,0.395853647,0.086930989,60.69645372,57.61184929
gbsg,surv.kaplan.encode.nop.ml_gbm_coxboost.compose_distr.compose_crank,0.995748696,0.66525141,0.655278707,0.618261504,0.181177134,0.014258778,27.39356386,23.90245585
gbsg,surv.kaplan.scale.encode.nop.ml_svm_van.tuned.compose_distr.compose_crank,Inf,0.660658658,0.652576256,0.999993873,0.36412889,0.641627188,34.35013194,28.27464219
gbsg,surv.kaplan.scale.encode.nop.ml_ann_coxtime.tuned.compose_distr.compose_crank,1.014954448,0.66803869,0.659925985,0.92590065,0.185903457,0.01214731,27.85251742,24.78157291
gbsg,surv.kaplan.scale.encode.nop.ml_ann_deephit.tuned.compose_distr.compose_crank,0.546686498,0.618239188,0.611211336,0.714989364,0.218756032,0.01205098,27.62882172,24.57110271
gbsg,surv.kaplan.scale.encode.nop.ml_ann_deepsurv.tuned.compose_distr.compose_crank,0.989461032,0.645503271,0.639087797,0.96157496,0.185873542,0.014841345,28.40662057,24.7570219
gbsg,surv.kaplan.scale.encode.nop.ml_ann_loghaz.tuned.compose_distr.compose_crank,0.492301858,0.659837079,0.65179795,0.897820854,0.225297754,0.01694433,24.58406063,21.45165251
gbsg,surv.kaplan.scale.encode.nop.ml_ann_pchaz.tuned.compose_distr.compose_crank,0.77332855,0.667796016,0.658627367,0.951577044,0.202691634,0.016724597,24.59482829,21.08112034
gbsg,surv.kaplan.scale.encode.nop.ml_ann_dnn.tuned.compose_distr.compose_crank,12590.02185,0.545088327,0.537437725,0.806116146,0.30548303,0.118587556,49.47011224,45.51863713
grace,surv.kaplan.class_nonpar_kaplan.compose_distr.compose_crank,0.996950276,0.5,0.5,0.25,0.197779429,0.031406748,102.7316903,95.19043976
grace,surv.kaplan.class_nonpar_nelson.compose_distr.compose_crank,1.002225164,0.5,0.5,0.25,0.19779111,0.031576117,102.9359566,95.38252442
grace,surv.kaplan.class_nonpar_akritas.compose_distr.compose_crank,0.996950276,0.5,0.5,0.25,0.197779429,0.031406748,102.7366533,95.19510507
grace,surv.kaplan.class_semipar_coxph.compose_distr.compose_crank,0.975143063,0.837928438,0.831933904,0.790825236,0.0973806,0.03338675,71.46831697,46.90235512
grace,surv.kaplan.encode.nop.class_semipar_cvglmnet.tuned.compose_distr.compose_crank,1.227265501,0.83983171,0.837270284,0.727408206,0.108667266,0.031307272,76.66178343,58.67698737
grace,surv.kaplan.class_semipar_penalized.tuned.compose_distr.compose_crank,1.056375787,0.838068771,0.832324588,0.982599175,0.097669298,0.032765603,70.8982432,47.35189902
grace,surv.kaplan.class_par_param.tuned.compose_distr.compose_crank,0.999000605,0.839875126,0.834294927,0.808634627,0.096810491,0.035383602,211.469738,100.864518
grace,surv.kaplan.class_par_flex.tuned.compose_distr.compose_crank,0.996950276,0.5,0.5,0.25,0.197779429,0.031406748,102.7316903,95.19043976
grace,surv.kaplan.ml_ranfor_rfsrc_brier.tuned.compose_distr.compose_crank,1.593192909,0.858609581,0.857917666,0.981961834,0.097712148,0.039122783,66.78549598,51.65686628
grace,surv.kaplan.ml_ranfor_rfsrc_logrank.tuned.compose_distr.compose_crank,1.576721133,0.850739396,0.850981855,0.984796834,0.102295104,0.038851784,67.80104086,54.9542352
grace,surv.kaplan.ml_ranfor_ranger_c.tuned.compose_distr.compose_crank,1.134945866,0.857176983,0.855330157,0.982604563,0.104544968,0.028459974,75.06615219,63.06612934
grace,surv.kaplan.ml_ranfor_rscif.tuned.compose_distr.compose_crank,3.171524852,0.849404228,0.848322773,0.984536147,0.305029047,0.441179922,72.51994616,59.56849645
grace,surv.kaplan.ml_ranfor_rrt.tuned.compose_distr.compose_crank,0.139340654,0.827215648,0.827275157,0.705581284,0.199646554,0.076166623,62.7707078,47.36950681
grace,surv.kaplan.ml_gbm_mboost_coxph.tuned.compose_distr.compose_crank,1.471924914,0.85526098,0.850485754,0.812360251,0.104960843,0.040593688,68.53496785,48.39629661
grace,surv.kaplan.ml_gbm_mboost_cindex.tuned.compose_distr.compose_crank,1.02409498,0.822253978,0.822223067,0.508201653,0.184969898,0.029841049,99.38796252,91.98441821
grace,surv.kaplan.ml_gbm_mboost_gehan.tuned.compose_distr.compose_crank,88.39871733,0.843536866,0.835557032,0.810282719,0.263572407,0.127859322,142.00674,133.3371705
grace,surv.kaplan.encode.nop.ml_gbm_coxboost.compose_distr.compose_crank,0.975724125,0.838332045,0.832444906,0.788423312,0.097395093,0.033069513,71.31529976,46.87692137
grace,surv.kaplan.scale.encode.nop.ml_svm_van.tuned.compose_distr.compose_crank,Inf,0.791198361,0.784861958,0.985244751,0.304685029,1.017687845,103.8174131,86.58771495
grace,surv.kaplan.scale.encode.nop.ml_ann_coxtime.tuned.compose_distr.compose_crank,1.027952445,0.816460514,0.809526634,0.984379542,0.12319793,0.026811118,73.39339272,61.62761113
grace,surv.kaplan.scale.encode.nop.ml_ann_deephit.tuned.compose_distr.compose_crank,0.268042978,0.821990371,0.814045537,0.913432097,0.264884735,0.022123293,70.34829693,64.87323236
grace,surv.kaplan.scale.encode.nop.ml_ann_deepsurv.tuned.compose_distr.compose_crank,1.006016027,0.77762289,0.772128952,0.979262149,0.149509045,0.0273801,83.83365757,74.04761303
grace,surv.kaplan.scale.encode.nop.ml_ann_loghaz.tuned.compose_distr.compose_crank,0.539197318,0.818709981,0.813233745,0.966176426,0.128062768,0.023105334,71.99767652,57.33215112
grace,surv.kaplan.scale.encode.nop.ml_ann_pchaz.tuned.compose_distr.compose_crank,0.910988109,0.834463787,0.829568279,0.95660187,0.124036471,0.028404464,75.84608053,59.9635529
grace,surv.kaplan.scale.encode.nop.ml_ann_dnn.tuned.compose_distr.compose_crank,0.587132146,0.828723693,0.822099245,0.964427519,0.130069447,0.020607264,78.82061945,69.12675442
hepatoCellular,surv.kaplan.class_nonpar_kaplan.compose_distr.compose_crank,1.032226126,0.5,0.5,0.25,0.235964482,0.482494025,33.83571145,32.40974969
hepatoCellular,surv.kaplan.class_nonpar_nelson.compose_distr.compose_crank,1.053505768,0.5,0.5,0.25,0.236057731,0.48281695,34.24192785,32.83339074
hepatoCellular,surv.kaplan.class_nonpar_akritas.compose_distr.compose_crank,1.032226126,0.5,0.5,0.25,0.235964482,0.482494025,33.84030032,32.41454737
hepatoCellular,surv.kaplan.class_semipar_coxph.compose_distr.compose_crank,Inf,0.611546874,0.611629585,0.989680588,0.355735743,2.173565364,57.00174191,54.32246959
hepatoCellular,surv.kaplan.encode.nop.class_semipar_cvglmnet.tuned.compose_distr.compose_crank,1.032226126,0.5,0.5,0.25,0.235964482,0.482494025,33.83571145,32.40974969
hepatoCellular,surv.kaplan.class_semipar_penalized.tuned.compose_distr.compose_crank,0.497485366,0.64550362,0.639037271,0.975264529,0.243084987,0.764060877,34.82698397,28.06934511
hepatoCellular,surv.kaplan.class_par_param.tuned.compose_distr.compose_crank,Inf,0.544223328,0.540433466,0.996909817,0.605006698,2.65645417,17.87053575,15.01196581
hepatoCellular,surv.kaplan.class_par_flex.tuned.compose_distr.compose_crank,1.032226126,0.5,0.5,0.25,0.235964482,0.482494025,33.83571145,32.40974969
hepatoCellular,surv.kaplan.ml_ranfor_rfsrc_brier.tuned.compose_distr.compose_crank,2.234158182,0.726303776,0.712079426,0.853369673,0.285265505,2.319413674,14.48059592,13.08270444
hepatoCellular,surv.kaplan.ml_ranfor_rfsrc_logrank.tuned.compose_distr.compose_crank,1.719827873,0.737182915,0.727550646,0.902786116,0.278230723,2.325030325,12.64630739,11.33136119
hepatoCellular,surv.kaplan.ml_ranfor_ranger_c.tuned.compose_distr.compose_crank,1.181433773,0.738510172,0.726677577,0.93472149,0.218904649,0.48219984,32.57380165,31.36225047
hepatoCellular,surv.kaplan.ml_ranfor_rscif.tuned.compose_distr.compose_crank,1.096695542,0.751612405,0.739471594,0.957220991,0.206367314,0.485203358,29.33198495,27.76258531
hepatoCellular,surv.kaplan.ml_ranfor_rrt.tuned.compose_distr.compose_crank,0.183477267,0.654444675,0.644853711,0.700634102,0.307243315,0.645157172,17.3402214,12.8999582
hepatoCellular,surv.kaplan.ml_gbm_mboost_coxph.tuned.compose_distr.compose_crank,1.403876296,0.737256368,0.729021629,0.736524145,0.277201923,2.325142962,13.4907201,11.1595574
hepatoCellular,surv.kaplan.ml_gbm_mboost_cindex.tuned.compose_distr.compose_crank,1.065583162,0.745422324,0.743388216,0.533889612,0.226415463,0.482181188,32.6964731,31.29584529
hepatoCellular,surv.kaplan.ml_gbm_mboost_gehan.tuned.compose_distr.compose_crank,77.46976443,0.749937117,0.745088716,0.662555695,0.359331067,0.665077625,59.68305356,58.90699463
hepatoCellular,surv.kaplan.encode.nop.ml_gbm_coxboost.compose_distr.compose_crank,0.96102992,0.765014728,0.759160141,0.703945796,0.201115982,0.511376834,25.98075454,22.4443011
hepatoCellular,surv.kaplan.scale.encode.nop.ml_svm_van.tuned.compose_distr.compose_crank,Inf,0.720998943,0.712042511,0.999673208,0.314437052,2.629555959,24.00068152,17.67007119
hepatoCellular,surv.kaplan.scale.encode.nop.ml_ann_coxtime.tuned.compose_distr.compose_crank,3.39575856,0.633679966,0.590840558,0.906993747,0.209226406,0.229558464,39.893841,36.68489701
hepatoCellular,surv.kaplan.scale.encode.nop.ml_ann_deephit.tuned.compose_distr.compose_crank,0.431768436,0.540796846,0.546596348,0.672172089,0.338431894,0.449539289,23.55917529,21.94079797
hepatoCellular,surv.kaplan.scale.encode.nop.ml_ann_deepsurv.tuned.compose_distr.compose_crank,1.090682745,0.652267675,0.603569547,0.954709768,0.184666734,0.064854867,33.72274458,32.03475584
hepatoCellular,surv.kaplan.scale.encode.nop.ml_ann_loghaz.tuned.compose_distr.compose_crank,0.558346726,0.585445782,0.537074675,0.794392606,0.242466623,0.281320096,21.53826639,20.15557217
hepatoCellular,surv.kaplan.scale.encode.nop.ml_ann_pchaz.tuned.compose_distr.compose_crank,0.811878718,0.596147815,0.630554815,0.769693832,0.220445758,0.078646037,24.3773587,22.34063585
hepatoCellular,surv.kaplan.scale.encode.nop.ml_ann_dnn.tuned.compose_distr.compose_crank,0.852533298,0.675193111,0.659829319,0.88143762,0.230282606,0.117370292,36.84493906,33.18691785
kidtran,surv.kaplan.class_nonpar_kaplan.compose_distr.compose_crank,1.012787168,0.5,0.5,0.25,0.138193871,0.045492851,2221.831519,2080.951396
kidtran,surv.kaplan.class_nonpar_nelson.compose_distr.compose_crank,1.014372897,0.5,0.5,0.25,0.138193384,0.045521253,2222.647959,2081.813582
kidtran,surv.kaplan.class_nonpar_akritas.compose_distr.compose_crank,1.010210363,0.65220741,0.672905958,0.960383654,0.135364692,0.044777428,2192.259236,2049.045039
kidtran,surv.kaplan.class_semipar_coxph.compose_distr.compose_crank,1.011853252,0.661954951,0.686047041,0.673016,0.123257152,0.044952451,2079.170213,1907.413735
kidtran,surv.kaplan.encode.nop.class_semipar_cvglmnet.tuned.compose_distr.compose_crank,0.607217429,0.667658472,0.689503205,0.542294359,0.140329809,0.036431332,1850.312821,1690.829759
kidtran,surv.kaplan.class_semipar_penalized.tuned.compose_distr.compose_crank,0.973933707,0.667658472,0.689503205,0.985116577,0.122148041,0.043927316,2070.872689,1899.709732
kidtran,surv.kaplan.class_par_param.tuned.compose_distr.compose_crank,Inf,0.66034925,0.684664023,0.783455765,0.262615291,0.451604376,8844.536582,4542.992831
kidtran,surv.kaplan.class_par_flex.tuned.compose_distr.compose_crank,1.012787168,0.5,0.5,0.25,0.138193871,0.045492851,2221.831519,2080.951396
kidtran,surv.kaplan.ml_ranfor_rfsrc_brier.tuned.compose_distr.compose_crank,1.114149931,0.644964719,0.664789474,0.991273069,0.181094302,0.605055035,1899.484551,1743.526248
kidtran,surv.kaplan.ml_ranfor_rfsrc_logrank.tuned.compose_distr.compose_crank,1.094800359,0.633722675,0.657964838,0.991558862,0.180883473,0.605053407,1902.56625,1732.743629
kidtran,surv.kaplan.ml_ranfor_ranger_c.tuned.compose_distr.compose_crank,1.02076716,0.636088288,0.663121521,0.990881824,0.130319072,0.053001629,2137.42156,1972.075195
kidtran,surv.kaplan.ml_ranfor_rscif.tuned.compose_distr.compose_crank,2.910712022,0.641671705,0.665927875,0.991154015,0.48420791,1.665530596,2131.131347,1961.592515
kidtran,surv.kaplan.ml_ranfor_rrt.tuned.compose_distr.compose_crank,0.300749414,0.644081938,0.658904552,0.513921034,0.184790948,0.050598203,1337.033331,1181.884411
kidtran,surv.kaplan.ml_gbm_mboost_coxph.tuned.compose_distr.compose_crank,1.118610377,0.667617571,0.68947773,0.560230953,0.181969381,0.605253052,1937.63133,1789.234667
kidtran,surv.kaplan.ml_gbm_mboost_cindex.tuned.compose_distr.compose_crank,1.019284646,0.667730629,0.68955009,0.512922853,0.135800337,0.044875329,2206.82206,2065.084645
kidtran,surv.kaplan.ml_gbm_mboost_gehan.tuned.compose_distr.compose_crank,3277.687702,0.661649764,0.685598433,0.582799661,0.172056852,0.248813092,2782.843814,2668.377157
kidtran,surv.kaplan.encode.nop.ml_gbm_coxboost.compose_distr.compose_crank,1.007917745,0.666995037,0.688933706,0.652486753,0.123075991,0.043894622,2081.390763,1915.391048
kidtran,surv.kaplan.scale.encode.nop.ml_svm_van.tuned.compose_distr.compose_crank,Inf,0.636768043,0.653309011,0.993784261,0.253377672,1.176516252,1329.243386,940.2964256
kidtran,surv.kaplan.scale.encode.nop.ml_ann_coxtime.tuned.compose_distr.compose_crank,1.046516244,0.528764367,0.552166176,0.972716105,0.138011216,0.045758092,2209.806364,2065.126478
kidtran,surv.kaplan.scale.encode.nop.ml_ann_deephit.tuned.compose_distr.compose_crank,0.232392306,0.578151721,0.56247099,0.804560697,0.299146868,0.30816453,1522.093759,1388.265013
kidtran,surv.kaplan.scale.encode.nop.ml_ann_deepsurv.tuned.compose_distr.compose_crank,1.020291495,0.65303756,0.66750778,0.990435648,0.130295553,0.043574353,2134.07691,1980.738406
kidtran,surv.kaplan.scale.encode.nop.ml_ann_loghaz.tuned.compose_distr.compose_crank,0.225465269,0.62574985,0.607622361,0.789506614,0.403482889,0.122555609,1163.224956,1078.022604
kidtran,surv.kaplan.scale.encode.nop.ml_ann_pchaz.tuned.compose_distr.compose_crank,0.587333354,0.646958625,0.668039322,0.984214294,0.199129134,0.061610898,1730.196905,1615.737943
kidtran,surv.kaplan.scale.encode.nop.ml_ann_dnn.tuned.compose_distr.compose_crank,706.4426955,0.48723231,0.495520848,0.604713833,0.171316056,0.1890704,2759.898312,2646.277196
lung,surv.kaplan.class_nonpar_kaplan.compose_distr.compose_crank,1.05258184,0.5,0.5,0.25,0.1745943,0.121380364,219.4542969,191.6496576
lung,surv.kaplan.class_nonpar_nelson.compose_distr.compose_crank,1.067182531,0.5,0.5,0.25,0.174666619,0.121240255,221.0982453,193.4694692
lung,surv.kaplan.class_nonpar_akritas.compose_distr.compose_crank,1.05258184,0.5,0.5,0.25,0.1745943,0.121380364,219.4545344,191.6499201
lung,surv.kaplan.class_semipar_coxph.compose_distr.compose_crank,1.004738975,0.619688839,0.615749127,0.64905535,0.178314563,0.136197152,230.0602483,192.8868454
lung,surv.kaplan.encode.nop.class_semipar_cvglmnet.tuned.compose_distr.compose_crank,1.038507533,0.477688169,0.481489176,0.28417536,0.174755985,0.121389117,218.9270752,190.8735593
lung,surv.kaplan.class_semipar_penalized.tuned.compose_distr.compose_crank,0.998040487,0.60478403,0.601303655,0.996856153,0.178431241,0.138203784,228.4239248,193.456555
lung,surv.kaplan.class_par_param.tuned.compose_distr.compose_crank,Inf,0.604197145,0.598574829,0.693350601,0.213037895,0.518562093,348.9993169,292.832794
lung,surv.kaplan.class_par_flex.tuned.compose_distr.compose_crank,1.076927449,0.551845127,0.558897871,0.491742635,0.182079571,0.1344928,259.9055937,217.622857
lung,surv.kaplan.ml_ranfor_rfsrc_brier.tuned.compose_distr.compose_crank,1.238754744,0.617473632,0.613423491,0.993773317,0.172116326,0.142505434,216.5941117,188.4888824
lung,surv.kaplan.ml_ranfor_rfsrc_logrank.tuned.compose_distr.compose_crank,1.258035091,0.621568215,0.616730344,0.995006609,0.172971131,0.14786457,216.2666071,187.6214122
lung,surv.kaplan.ml_ranfor_ranger_c.tuned.compose_distr.compose_crank,1.125476338,0.60884912,0.602748287,0.993384516,0.172780477,0.130273915,225.7030206,196.9566644
lung,surv.kaplan.ml_ranfor_rscif.tuned.compose_distr.compose_crank,1.229488477,0.615020478,0.612327862,0.994201267,0.173258492,0.22777172,212.2257106,182.2798013
lung,surv.kaplan.ml_ranfor_rrt.tuned.compose_distr.compose_crank,0.305142997,0.550359452,0.53900606,0.601812983,0.24274071,0.33418077,231.5010897,175.3683933
lung,surv.kaplan.ml_gbm_mboost_coxph.tuned.compose_distr.compose_crank,1.103181481,0.638312197,0.63512727,0.595250684,0.175651472,0.151076965,212.9738368,178.4646463
lung,surv.kaplan.ml_gbm_mboost_cindex.tuned.compose_distr.compose_crank,1.067351867,0.607341653,0.60825817,0.533433944,0.171732403,0.121337274,216.3413016,188.6426819
lung,surv.kaplan.ml_gbm_mboost_gehan.tuned.compose_distr.compose_crank,1034.97586,0.63171047,0.631189167,0.575212169,0.542299713,0.457520545,720.3875044,692.7454373
lung,surv.kaplan.encode.nop.ml_gbm_coxboost.compose_distr.compose_crank,1.064196519,0.603669244,0.604491156,0.582076204,0.173472903,0.126080318,222.035332,190.3797972
lung,surv.kaplan.scale.encode.nop.ml_svm_van.tuned.compose_distr.compose_crank,Inf,0.607388592,0.603112483,0.99416697,0.509380599,2.131074145,643.6376178,593.1557636
lung,surv.kaplan.scale.encode.nop.ml_ann_coxtime.tuned.compose_distr.compose_crank,1.086627184,0.491943097,0.464526278,0.960621595,0.162101491,0.05120691,223.9190232,196.4282316
lung,surv.kaplan.scale.encode.nop.ml_ann_deephit.tuned.compose_distr.compose_crank,1.294218303,0.497706056,0.508008659,0.922008955,0.238799612,0.568411737,290.8855117,250.2988522
lung,surv.kaplan.scale.encode.nop.ml_ann_deepsurv.tuned.compose_distr.compose_crank,1.077231017,0.592865121,0.574923539,0.994303429,0.158679564,0.057611048,226.8161021,196.5608202
lung,surv.kaplan.scale.encode.nop.ml_ann_loghaz.tuned.compose_distr.compose_crank,0.583120662,0.452852237,0.4545955,0.801175797,0.198787701,0.079798294,217.8166701,187.7026073
lung,surv.kaplan.scale.encode.nop.ml_ann_pchaz.tuned.compose_distr.compose_crank,0.784923355,0.597796059,0.589703405,0.908506811,0.162831522,0.057345594,199.915142,172.5892548
lung,surv.kaplan.scale.encode.nop.ml_ann_dnn.tuned.compose_distr.compose_crank,1.360067164,0.57198928,0.556612653,0.956767559,0.23533149,0.061753499,419.1802273,373.776906
melanoma,surv.kaplan.class_nonpar_kaplan.compose_distr.compose_crank,1.108535321,0.5,0.5,0.25,0.176473058,0.08016667,2835.545501,2726.94886
melanoma,surv.kaplan.class_nonpar_nelson.compose_distr.compose_crank,1.113663674,0.5,0.5,0.25,0.176481558,0.080304003,2841.402805,2733.068272
melanoma,surv.kaplan.class_nonpar_akritas.compose_distr.compose_crank,1.108535321,0.5,0.5,0.25,0.176473058,0.08016667,2835.55107,2726.954668
melanoma,surv.kaplan.class_semipar_coxph.compose_distr.compose_crank,1.064018511,0.70359565,0.707784855,0.745735323,0.160881142,0.111203193,2492.009235,2249.988855
melanoma,surv.kaplan.encode.nop.class_semipar_cvglmnet.tuned.compose_distr.compose_crank,0.941954032,0.745965219,0.73802774,0.533289051,0.169452596,0.070835309,2504.97408,2387.919575
melanoma,surv.kaplan.class_semipar_penalized.tuned.compose_distr.compose_crank,1.073849114,0.728885782,0.712057841,0.999046695,0.150453369,0.089091848,2407.401922,2230.211429
melanoma,surv.kaplan.class_par_param.tuned.compose_distr.compose_crank,1.17608795,0.71081363,0.713796508,0.712741899,0.155981062,0.106042637,3995.700411,3384.317778
melanoma,surv.kaplan.class_par_flex.tuned.compose_distr.compose_crank,1.06668773,0.659584606,0.659728801,0.645364666,0.170238421,0.10951753,25287.32574,16631.16455
melanoma,surv.kaplan.ml_ranfor_rfsrc_brier.tuned.compose_distr.compose_crank,1.355583048,0.724881101,0.730852234,0.998251402,0.264310236,1.597490744,1366.622227,1249.129955
melanoma,surv.kaplan.ml_ranfor_rfsrc_logrank.tuned.compose_distr.compose_crank,1.324200515,0.70414598,0.711737394,0.998809063,0.266069814,1.599188274,1360.995226,1244.846638
melanoma,surv.kaplan.ml_ranfor_ranger_c.tuned.compose_distr.compose_crank,1.145622547,0.742372513,0.727006423,0.999211574,0.158186901,0.081009903,2375.665454,2233.987067
melanoma,surv.kaplan.ml_ranfor_rscif.tuned.compose_distr.compose_crank,1.512358896,0.724940956,0.729410791,0.999464881,0.262413437,1.711568513,2401.494666,2216.185864
melanoma,surv.kaplan.ml_ranfor_rrt.tuned.compose_distr.compose_crank,0.24205966,0.711282098,0.719867122,0.663982987,0.234584504,0.394851658,1465.404926,1212.272684
melanoma,surv.kaplan.ml_gbm_mboost_coxph.tuned.compose_distr.compose_crank,1.409280424,0.7367432,0.733656895,0.618635881,0.263038664,1.597261243,1404.114636,1268.091256
melanoma,surv.kaplan.ml_gbm_mboost_cindex.tuned.compose_distr.compose_crank,1.124963765,0.706795037,0.7043293,0.467426354,0.172932735,0.078132388,2765.717223,2656.617853
melanoma,surv.kaplan.ml_gbm_mboost_gehan.tuned.compose_distr.compose_crank,5972.680756,0.747326136,0.740721929,0.594969356,0.247631213,0.568140106,4186.930474,4116.874865
melanoma,surv.kaplan.encode.nop.ml_gbm_coxboost.compose_distr.compose_crank,1.113344719,0.731301129,0.727006817,0.660441434,0.153372895,0.081627016,2476.786699,2317.106494
melanoma,surv.kaplan.scale.encode.nop.ml_svm_van.tuned.compose_distr.compose_crank,Inf,0.729519498,0.742500663,0.999882376,0.215151324,1.983443603,2060.425279,1640.908865
melanoma,surv.kaplan.scale.encode.nop.ml_ann_coxtime.tuned.compose_distr.compose_crank,1.542643271,0.623838079,0.607966936,0.974907649,0.179138078,0.127069219,3020.557496,2925.236674
melanoma,surv.kaplan.scale.encode.nop.ml_ann_deephit.tuned.compose_distr.compose_crank,0.413034923,0.605190992,0.611083651,0.995301032,0.23942344,0.107282021,1823.736927,1673.189328
melanoma,surv.kaplan.scale.encode.nop.ml_ann_deepsurv.tuned.compose_distr.compose_crank,1.012013072,0.564888662,0.5523673,0.9979285,0.166310442,0.075963822,2820.23741,2720.467098
melanoma,surv.kaplan.scale.encode.nop.ml_ann_loghaz.tuned.compose_distr.compose_crank,0.364865673,0.644951576,0.641588962,0.997420049,0.241885271,0.113820899,1616.731708,1481.239961
melanoma,surv.kaplan.scale.encode.nop.ml_ann_pchaz.tuned.compose_distr.compose_crank,0.371835052,0.713845956,0.716099262,0.976728618,0.267267342,0.137797155,1261.104198,1145.699055
melanoma,surv.kaplan.scale.encode.nop.ml_ann_dnn.tuned.compose_distr.compose_crank,1128.713856,0.515702021,0.564475107,0.677463722,0.239962315,0.391600973,4191.212962,4124.4906
metabric,surv.kaplan.class_nonpar_kaplan.compose_distr.compose_crank,1.004168101,0.5,0.5,0.25,0.177592019,0.016846087,97.72782174,86.12341652
metabric,surv.kaplan.class_nonpar_nelson.compose_distr.compose_crank,1.003094395,0.5,0.5,0.25,0.177620555,0.016836708,97.9781518,86.34613866
metabric,surv.kaplan.class_nonpar_akritas.compose_distr.compose_crank,1.004031935,0.5,0.5,0.25,0.177591688,0.016844943,97.72782172,86.12341649
metabric,surv.kaplan.class_semipar_coxph.compose_distr.compose_crank,0.997792815,0.635861063,0.649334299,0.653196549,0.157736695,0.019495519,95.77736001,79.18385843
metabric,surv.kaplan.encode.nop.class_semipar_cvglmnet.tuned.compose_distr.compose_crank,0.098477402,0.631955195,0.647363794,0.576814413,0.380458884,0.193428467,99.48027828,74.98583757
metabric,surv.kaplan.class_semipar_penalized.tuned.compose_distr.compose_crank,0.991305641,0.635693634,0.649794412,0.992343223,0.157739775,0.01944394,95.71332962,79.21989221
metabric,surv.kaplan.class_par_param.tuned.compose_distr.compose_crank,1.02008802,0.642609906,0.645826018,0.620853758,0.162258436,0.018497296,215.3317547,176.1521657
metabric,surv.kaplan.class_par_flex.tuned.compose_distr.compose_crank,0.997172425,0.636470795,0.650823355,0.650852323,0.159479252,0.019372049,135.6833715,102.9595787
metabric,surv.kaplan.ml_ranfor_rfsrc_brier.tuned.compose_distr.compose_crank,0.997806015,0.627331018,0.633799958,0.981799448,0.172128099,0.022572153,93.1899689,81.66074208
metabric,surv.kaplan.ml_ranfor_rfsrc_logrank.tuned.compose_distr.compose_crank,0.958104627,0.645048272,0.646269476,0.991121817,0.165450782,0.025232962,92.17980404,78.55780912
metabric,surv.kaplan.ml_ranfor_ranger_c.tuned.compose_distr.compose_crank,1.002194427,0.625090885,0.630633223,0.986765516,0.170902134,0.0231527,94.57590493,82.44980043
metabric,surv.kaplan.ml_ranfor_rscif.tuned.compose_distr.compose_crank,3.766111209,0.63494333,0.628161907,0.989015341,0.242820294,0.588564244,92.58772343,79.50794024
metabric,surv.kaplan.ml_ranfor_rrt.tuned.compose_distr.compose_crank,0.306479096,0.60156591,0.605686951,0.570519281,0.250878256,0.132711422,73.84730952,57.05492815
metabric,surv.kaplan.ml_gbm_mboost_coxph.tuned.compose_distr.compose_crank,0.961733398,0.650548375,0.511564791,0.647038746,0.163259365,0.027485313,88.99439923,74.96844931
metabric,surv.kaplan.ml_gbm_mboost_cindex.tuned.compose_distr.compose_crank,1.019452802,0.588933006,0.597003132,0.460926526,0.177909466,0.018524372,93.91918639,82.3325363
