Data,Model,VanA,C_Harrell,C_Uno,C_Gonen,IGS,ILL,RMSE,MAE
Sim7,surv.kaplan.class_par_param.tuned.compose_distr.compose_crank,0.865474648,0.975876689,0.975228906,0.562722683,0.027410453,0.00258192,4.125215174,3.99300288
Sim7,surv.kaplan.class_par_flex.tuned.compose_distr.compose_crank,0.984439356,0.5,0.5,0.25,0.091455581,0.0086541,1.036064796,0.85617571
Sim7,surv.kaplan.ml_ranfor_rfsrc_brier.tuned.compose_distr.compose_crank,0.967965317,0.966874361,0.966351092,0.699947238,0.011833812,0.001459115,0.186058001,0.153174266
Sim7,surv.kaplan.ml_ranfor_rfsrc_logrank.tuned.compose_distr.compose_crank,0.93738134,0.9691903,0.968340218,0.702016711,0.011414178,0.001335552,0.183279609,0.145142087
Sim7,surv.kaplan.ml_ranfor_ranger_c.tuned.compose_distr.compose_crank,1.878544046,0.971413493,0.970484078,0.646778703,0.076015164,0.0051377,1.24819002,1.177459775
Sim7,surv.kaplan.ml_ranfor_rscif.tuned.compose_distr.compose_crank,12.91153519,0.971908152,0.971100032,0.708555698,0.029772706,0.074210451,0.134051399,0.080567017
Sim7,surv.kaplan.ml_ranfor_rrt.tuned.compose_distr.compose_crank,0.191604651,0.926379383,0.92345798,0.772890508,0.104517653,0.037419243,1.079736907,0.748379766
Sim7,surv.kaplan.ml_gbm_mboost_coxph.tuned.compose_distr.compose_crank,0.976181562,0.978354216,0.977729559,0.949254751,0.008836867,0.000779597,0.122496856,0.076031627
Sim7,surv.kaplan.ml_gbm_mboost_cindex.tuned.compose_distr.compose_crank,1.048170652,0.961180091,0.960070431,0.513604343,0.084520417,0.007812951,0.970764777,0.79802737
Sim7,surv.kaplan.ml_gbm_mboost_gehan.tuned.compose_distr.compose_crank,8.482917661,0.977197647,0.976573408,0.561053753,0.246522904,0.021969939,2.284254296,2.12589467
Sim7,surv.kaplan.ml_gbm_coxboost.compose_distr.compose_crank,0.96437382,0.978161693,0.97753036,0.976761937,0.006564588,0.000996939,0.088827535,0.053823657
Sim7,surv.kaplan.scale.encode.nop.ml_svm_van.tuned.compose_distr.compose_crank,4757726.542,0.919493437,0.917222202,0.99996376,0.203143646,0.193608439,3.403350287,2.438187946
Sim7,surv.kaplan.scale.encode.nop.ml_ann_coxtime.tuned.compose_distr.compose_crank,0.921854834,0.967042983,0.966355145,0.703263164,0.011937853,0.001406014,0.160383396,0.101481241
Sim7,surv.kaplan.scale.encode.nop.ml_ann_deephit.tuned.compose_distr.compose_crank,0.876320021,0.932329416,0.932250082,0.540942729,0.136376063,0.00759409,0.913753881,0.691985572
Sim7,surv.kaplan.scale.encode.nop.ml_ann_deepsurv.tuned.compose_distr.compose_crank,0.925263808,0.806965768,0.802359521,0.604384482,0.066323667,0.00656688,0.80360731,0.590241495
Sim7,surv.kaplan.scale.encode.nop.ml_ann_loghaz.tuned.compose_distr.compose_crank,0.398281255,0.936252952,0.933663964,0.659005702,0.12379709,0.010175009,0.615862265,0.37541733
Sim7,surv.kaplan.scale.encode.nop.ml_ann_pchaz.tuned.compose_distr.compose_crank,0.542399191,0.926859975,0.926362038,0.673952639,0.052250534,0.006859002,0.526038755,0.384663505
Sim7,surv.kaplan.scale.encode.nop.ml_ann_dnn.tuned.compose_distr.compose_crank,0.637042384,0.623063147,0.621728122,0.734279335,0.215610269,0.021846729,1.900752055,1.613439175
Sim8,surv.kaplan.class_nonpar_kaplan.compose_distr.compose_crank,0.969690409,0.5,0.5,0.25,0.084060339,0.010819053,0.97483257,0.811945162
Sim8,surv.kaplan.class_nonpar_nelson.compose_distr.compose_crank,0.965029902,0.5,0.5,0.25,0.084050363,0.010808727,0.975065425,0.812891063
Sim8,surv.kaplan.class_nonpar_akritas.compose_distr.compose_crank,0.969690409,0.5,0.5,0.25,0.084060339,0.010819053,0.97483257,0.811945163
Sim8,surv.kaplan.class_semipar_coxph.compose_distr.compose_crank,1.503111174,0.979525566,0.977014422,0.977380216,0.064359021,0.099931993,0.759484138,0.374107614
Sim8,surv.kaplan.encode.nop.class_semipar_cvglmnet.tuned.compose_distr.compose_crank,Inf,0.979537189,0.977018476,0.955110669,0.160259368,0.432057164,1.346526656,0.931498522
Sim8,surv.kaplan.class_semipar_penalized.tuned.compose_distr.compose_crank,5.738949009,0.650062442,0.664627969,0.359164715,0.253749021,0.34508793,1.906846167,1.717661264
Sim8,surv.kaplan.class_par_param.tuned.compose_distr.compose_crank,0.828662677,0.976465464,0.973759711,0.560079217,0.025222058,0.003445741,4.012941115,3.893348535
Sim8,surv.kaplan.class_par_flex.tuned.compose_distr.compose_crank,0.969690409,0.5,0.5,0.25,0.084060339,0.010819053,0.97483257,0.811945162
Sim8,surv.kaplan.ml_ranfor_rfsrc_brier.tuned.compose_distr.compose_crank,0.979397501,0.96898061,0.96620065,0.699545741,0.011967517,0.001908644,0.199802717,0.170926586
Sim8,surv.kaplan.ml_ranfor_rfsrc_logrank.tuned.compose_distr.compose_crank,0.990696613,0.966222465,0.962831736,0.696021259,0.01291881,0.001877698,0.237350059,0.198789674
Sim8,surv.kaplan.ml_ranfor_ranger_c.tuned.compose_distr.compose_crank,1.908503232,0.972667873,0.968914568,0.642112613,0.075731061,0.005800203,1.277436735,1.212794052
Sim8,surv.kaplan.ml_ranfor_rscif.tuned.compose_distr.compose_crank,15.05522364,0.969665825,0.966653466,0.704954743,0.049995033,0.13088843,0.156182367,0.089996775
Sim8,surv.kaplan.ml_ranfor_rrt.tuned.compose_distr.compose_crank,0.179723024,0.922710001,0.910787344,0.762378335,0.093190298,0.042951579,0.97705471,0.65509676
Sim8,surv.kaplan.ml_gbm_mboost_coxph.tuned.compose_distr.compose_crank,0.991979088,0.979493678,0.97703898,0.958989263,0.008060022,0.001009518,0.100350363,0.060173633
Sim8,surv.kaplan.ml_gbm_mboost_cindex.tuned.compose_distr.compose_crank,1.08825086,0.964695275,0.960778236,0.534624994,0.072246012,0.009273161,0.855291265,0.704681951
Sim8,surv.kaplan.ml_gbm_mboost_gehan.tuned.compose_distr.compose_crank,8.219142961,0.978277147,0.975759983,0.557213128,0.231121455,0.024299599,2.302783978,2.165313316
Sim8,surv.kaplan.ml_gbm_coxboost.compose_distr.compose_crank,0.927871659,0.979455888,0.976941228,0.976431489,0.006522768,0.001127402,0.090371164,0.053064349
Sim8,surv.kaplan.scale.encode.nop.ml_svm_van.tuned.compose_distr.compose_crank,Inf,0.965461791,0.961308897,0.999990225,0.206566206,0.216300781,3.244200495,2.264367728
Sim8,surv.kaplan.scale.encode.nop.ml_ann_coxtime.tuned.compose_distr.compose_crank,0.918854683,0.962390065,0.95795089,0.631120265,0.040396233,0.004803948,0.584556255,0.325774394
Sim8,surv.kaplan.scale.encode.nop.ml_ann_deephit.tuned.compose_distr.compose_crank,0.728193422,0.456359774,0.458476871,0.512798131,0.111937623,0.012302584,1.092135208,0.980364326
Sim8,surv.kaplan.scale.encode.nop.ml_ann_deepsurv.tuned.compose_distr.compose_crank,0.955137581,0.78371805,0.770500958,0.58529079,0.065239039,0.00877754,0.784466394,0.59355781
Sim8,surv.kaplan.scale.encode.nop.ml_ann_loghaz.tuned.compose_distr.compose_crank,0.425027946,0.889510214,0.880313635,0.502447963,0.148218555,0.01913522,0.970304892,0.755944604
Sim8,surv.kaplan.scale.encode.nop.ml_ann_pchaz.tuned.compose_distr.compose_crank,0.826813148,0.908440053,0.897073746,0.500000358,0.095012161,0.014663244,0.99376721,0.752639784
Sim8,surv.kaplan.scale.encode.nop.ml_ann_dnn.tuned.compose_distr.compose_crank,9.43887455,0.434529513,0.438038826,0.539562464,0.479262174,0.084018939,3.42586275,3.25764103
Sim9,surv.kaplan.class_nonpar_kaplan.compose_distr.compose_crank,1.004625401,0.5,0.5,0.25,0.099151288,0.01169845,1.009210155,0.881678364
Sim9,surv.kaplan.class_nonpar_nelson.compose_distr.compose_crank,1.015122932,0.5,0.5,0.25,0.099116878,0.011694732,1.011302304,0.885644074
Sim9,surv.kaplan.class_nonpar_akritas.compose_distr.compose_crank,1.004625401,0.5,0.5,0.25,0.099151288,0.01169845,1.009210148,0.881678351
Sim9,surv.kaplan.class_semipar_coxph.compose_distr.compose_crank,1.170480188,0.982846081,0.975413918,0.979732871,0.082206546,0.068224546,0.750134289,0.334577324
Sim9,surv.kaplan.encode.nop.class_semipar_cvglmnet.tuned.compose_distr.compose_crank,Inf,0.982180953,0.974687457,0.971828222,0.185234779,0.490097252,1.255573921,0.796172932
Sim9,surv.kaplan.class_semipar_penalized.tuned.compose_distr.compose_crank,4.650729788,0.669003725,0.715721309,0.401354671,0.222484271,0.310581021,1.697984821,1.53818185
Sim9,surv.kaplan.class_par_param.tuned.compose_distr.compose_crank,0.83031496,0.976001084,0.964404166,0.558609545,0.033755826,0.004647596,3.889530443,3.76641375
Sim9,surv.kaplan.class_par_flex.tuned.compose_distr.compose_crank,1.004625401,0.5,0.5,0.25,0.099151288,0.01169845,1.009210155,0.881678364
Sim9,surv.kaplan.ml_ranfor_rfsrc_brier.tuned.compose_distr.compose_crank,1.093660877,0.954634905,0.94460547,0.711043298,0.021576328,0.002919208,0.390959201,0.367252511
Sim9,surv.kaplan.ml_ranfor_rfsrc_logrank.tuned.compose_distr.compose_crank,1.010107208,0.954316199,0.937132001,0.68263042,0.028116071,0.002912638,0.396868106,0.345928274
Sim9,surv.kaplan.ml_ranfor_ranger_c.tuned.compose_distr.compose_crank,1.950414328,0.972273827,0.96056515,0.641721785,0.076771737,0.005940514,1.335278049,1.26915918
Sim9,surv.kaplan.ml_ranfor_rscif.tuned.compose_distr.compose_crank,35.70137866,0.970181525,0.960584223,0.706321061,0.157183085,0.366968108,0.165753269,0.105498903
Sim9,surv.kaplan.ml_ranfor_rrt.tuned.compose_distr.compose_crank,0.287377948,0.915020108,0.850073993,0.726018667,0.100459446,0.05496615,0.883104116,0.514513276
Sim9,surv.kaplan.ml_gbm_mboost_coxph.tuned.compose_distr.compose_crank,0.916143355,0.981876135,0.974476635,0.952357411,0.009840946,0.001388779,0.101680159,0.058117741
Sim9,surv.kaplan.ml_gbm_mboost_cindex.tuned.compose_distr.compose_crank,1.05547773,0.966904521,0.955768883,0.510509491,0.092509993,0.011020442,0.948344129,0.827906189
Sim9,surv.kaplan.ml_gbm_mboost_gehan.tuned.compose_distr.compose_crank,8.308774709,0.979451299,0.971048295,0.552892148,0.265722629,0.025103048,2.553977929,2.417612701
Sim9,surv.kaplan.ml_gbm_coxboost.compose_distr.compose_crank,0.755570216,0.982721329,0.97530067,0.978136837,0.008505742,0.001511826,0.092922683,0.050607454
Sim9,surv.kaplan.scale.encode.nop.ml_svm_van.tuned.compose_distr.compose_crank,2137793413,0.871761143,0.836276174,0.999909282,0.192339436,0.27581954,2.904077738,1.856692712
Sim9,surv.kaplan.scale.encode.nop.ml_ann_coxtime.tuned.compose_distr.compose_crank,0.8378369,0.958722472,0.941432774,0.670939684,0.032224538,0.003552539,0.404689758,0.208172063
Sim9,surv.kaplan.scale.encode.nop.ml_ann_deephit.tuned.compose_distr.compose_crank,0.443577611,0.829347372,0.773626745,0.55494839,0.144778938,0.015956589,0.856768652,0.670746905
Sim9,surv.kaplan.scale.encode.nop.ml_ann_deepsurv.tuned.compose_distr.compose_crank,1.047291308,0.805764139,0.773224294,0.613767326,0.071490957,0.009173295,0.731208058,0.57197882
Sim9,surv.kaplan.scale.encode.nop.ml_ann_loghaz.tuned.compose_distr.compose_crank,0.292941248,0.624165177,0.606991231,0.542965412,0.17489174,0.024324871,0.945007937,0.702991117
Sim9,surv.kaplan.scale.encode.nop.ml_ann_pchaz.tuned.compose_distr.compose_crank,0.752947215,0.91493696,0.869901121,0.661714971,0.069518954,0.012004593,0.542584813,0.377136537
Sim9,surv.kaplan.scale.encode.nop.ml_ann_dnn.tuned.compose_distr.compose_crank,158897.2167,0.576222837,0.570074081,0.496662676,0.475613648,0.163123941,3.627922756,3.495604543
Sim10,surv.kaplan.class_nonpar_kaplan.compose_distr.compose_crank,0.951911689,0.5,0.5,0.25,0.120029989,0.005669463,0.782244231,0.617611673
Sim10,surv.kaplan.class_nonpar_nelson.compose_distr.compose_crank,0.952902852,0.5,0.5,0.25,0.120027471,0.005672389,0.782381723,0.617658928
Sim10,surv.kaplan.class_nonpar_akritas.compose_distr.compose_crank,0.951911689,0.5,0.5,0.25,0.120029989,0.005669463,0.782728456,0.617780094
Sim10,surv.kaplan.class_semipar_coxph.compose_distr.compose_crank,1.196113075,0.972994387,0.972994387,0.971995592,0.030364433,0.051817772,0.109984318,0.081379374
Sim10,surv.kaplan.encode.nop.class_semipar_cvglmnet.tuned.compose_distr.compose_crank,0.570525051,0.97301954,0.97301954,0.963412046,0.226381262,0.116099933,1.410891855,1.144326237
Sim10,surv.kaplan.class_semipar_penalized.tuned.compose_distr.compose_crank,1.119077624,0.972990215,0.972990215,0.683633983,0.01918281,0.024933947,0.097022988,0.074377402
Sim10,surv.kaplan.class_par_param.tuned.compose_distr.compose_crank,0.2653483,0.972881258,0.972881258,0.724548578,0.152711079,0.084570246,3.727631142,3.651378488
Sim10,surv.kaplan.class_par_flex.tuned.compose_distr.compose_crank,1.054678761,0.972973406,0.972973406,0.971483231,0.010612259,0.002931746,0.231210838,0.081255609
Sim10,surv.kaplan.ml_ranfor_rfsrc_brier.tuned.compose_distr.compose_crank,2.389477619,0.881884158,0.881884158,0.585155308,0.08791633,0.005833354,0.665348683,0.504439364
Sim10,surv.kaplan.ml_ranfor_rfsrc_logrank.tuned.compose_distr.compose_crank,1.384307038,0.891284108,0.891284108,0.629705071,0.061429282,0.002935287,0.422655203,0.33041221
Sim10,surv.kaplan.ml_ranfor_ranger_c.tuned.compose_distr.compose_crank,1.322968032,0.885870814,0.885870814,0.616433203,0.066905988,0.004313409,0.50358933,0.386843926
Sim10,surv.kaplan.ml_ranfor_rscif.tuned.compose_distr.compose_crank,6.125455494,0.881842256,0.881842256,0.628980815,0.114475091,0.170717352,0.43564815,0.33922889
Sim10,surv.kaplan.ml_ranfor_rrt.tuned.compose_distr.compose_crank,0.23586983,0.749023259,0.749023259,0.723934829,0.195989904,0.068991454,1.094827137,0.943770042
Sim10,surv.kaplan.ml_gbm_mboost_coxph.tuned.compose_distr.compose_crank,1.08325274,0.972277939,0.972277939,0.936811149,0.013959759,0.001461724,0.112365728,0.091380877
Sim10,surv.kaplan.ml_gbm_mboost_cindex.tuned.compose_distr.compose_crank,1.011536969,0.903905988,0.903905988,0.526440501,0.11063701,0.004675065,0.735096389,0.581616906
Sim10,surv.kaplan.ml_gbm_mboost_gehan.tuned.compose_distr.compose_crank,5.498705336,0.972898006,0.972898006,0.580575287,0.166762232,0.018634652,1.115450183,0.896496166
Sim10,surv.kaplan.ml_gbm_coxboost.compose_distr.compose_crank,1.002849817,0.973004878,0.973004878,0.97057724,0.010355253,0.002809119,0.095511279,0.069430222
Sim10,surv.kaplan.scale.encode.nop.ml_svm_van.tuned.compose_distr.compose_crank,Inf,0.91614449,0.91614449,0.999898672,0.317750096,0.220118897,3.000509697,2.713794439
Sim10,surv.kaplan.scale.encode.nop.ml_ann_coxtime.tuned.compose_distr.compose_crank,0.988657257,0.944849133,0.944849133,0.684632897,0.024778515,0.002646629,0.188131309,0.147804039
Sim10,surv.kaplan.scale.encode.nop.ml_ann_deephit.tuned.compose_distr.compose_crank,0.980530043,0.935572803,0.935572803,0.512775779,0.320865661,0.183575343,1.473690983,1.333196961
Sim10,surv.kaplan.scale.encode.nop.ml_ann_deepsurv.tuned.compose_distr.compose_crank,0.970836264,0.778876901,0.778876901,0.597074926,0.086449614,0.00515557,0.601412958,0.472451564
Sim10,surv.kaplan.scale.encode.nop.ml_ann_loghaz.tuned.compose_distr.compose_crank,0.418811237,0.94598037,0.94598037,0.63982749,0.185236925,0.170817352,0.538351809,0.492893761
Sim10,surv.kaplan.scale.encode.nop.ml_ann_pchaz.tuned.compose_distr.compose_crank,2.056366671,0.904986978,0.904986978,0.500015378,0.182489252,0.178895422,0.960810795,0.813674814
Sim10,surv.kaplan.scale.encode.nop.ml_ann_dnn.tuned.compose_distr.compose_crank,1.118775072,0.9563272,0.9563272,0.645003438,0.075519831,0.007932627,0.489458352,0.45389689
Sim11,surv.kaplan.class_nonpar_kaplan.compose_distr.compose_crank,0.944758012,0.5,0.5,0.25,0.092691681,0.010094575,0.706958487,0.517476347
Sim11,surv.kaplan.class_nonpar_nelson.compose_distr.compose_crank,0.945426208,0.5,0.5,0.25,0.092690455,0.010101632,0.707075651,0.517563398
Sim11,surv.kaplan.class_nonpar_akritas.compose_distr.compose_crank,0.944758012,0.5,0.5,0.25,0.092691681,0.010094575,0.709402442,0.519303373
Sim11,surv.kaplan.class_semipar_coxph.compose_distr.compose_crank,1.024982021,0.980229974,0.980229974,0.974341869,0.008283949,0.003302071,0.093104997,0.067177018
Sim11,surv.kaplan.encode.nop.class_semipar_cvglmnet.tuned.compose_distr.compose_crank,0.420987474,0.98025161,0.98025161,0.966900766,0.26824365,0.208985026,1.827490428,1.720920932
Sim11,surv.kaplan.class_semipar_penalized.tuned.compose_distr.compose_crank,1.012148894,0.980246186,0.980246186,0.624018133,0.00827813,0.002413483,0.089055623,0.069044271
Sim11,surv.kaplan.class_par_param.tuned.compose_distr.compose_crank,1.014461646,0.98027873,0.98027873,0.590634525,0.010069445,0.002905809,3.257555575,3.203871744
Sim11,surv.kaplan.class_par_flex.tuned.compose_distr.compose_crank,1.064317394,0.98021102,0.98021102,0.973253787,0.008276061,0.003163674,0.101107294,0.07124047
Sim11,surv.kaplan.ml_ranfor_rfsrc_brier.tuned.compose_distr.compose_crank,2.994668781,0.911607683,0.911607683,0.563190401,0.058789274,0.00780024,0.543245345,0.39735937
Sim11,surv.kaplan.ml_ranfor_rfsrc_logrank.tuned.compose_distr.compose_crank,2.520040871,0.911797285,0.911797285,0.574047804,0.053364588,0.006231641,0.465630762,0.340922338
Sim11,surv.kaplan.ml_ranfor_ranger_c.tuned.compose_distr.compose_crank,1.570478951,0.905654192,0.905654192,0.570458591,0.054545209,0.008296272,0.505280532,0.375102441
Sim11,surv.kaplan.ml_ranfor_rscif.tuned.compose_distr.compose_crank,41.79669966,0.902276576,0.902276576,0.575205326,0.261315059,0.28526174,0.455118919,0.332180715
Sim11,surv.kaplan.ml_ranfor_rrt.tuned.compose_distr.compose_crank,0.245390829,0.790151536,0.790151536,0.733221114,0.148359035,0.052319743,0.85364976,0.7050377
Sim11,surv.kaplan.ml_gbm_mboost_coxph.tuned.compose_distr.compose_crank,1.219107506,0.978932559,0.978932559,0.924740732,0.012134707,0.001768442,0.109278508,0.089325652
Sim11,surv.kaplan.ml_gbm_mboost_cindex.tuned.compose_distr.compose_crank,0.982323021,0.9222579,0.9222579,0.526916206,0.086576627,0.009113115,0.676110594,0.495045291
Sim11,surv.kaplan.ml_gbm_mboost_gehan.tuned.compose_distr.compose_crank,4.264907242,0.980205595,0.980205595,0.593046129,0.102238259,0.020832344,0.854107609,0.660372031
Sim11,surv.kaplan.ml_gbm_coxboost.compose_distr.compose_crank,0.991353177,0.980240822,0.980240822,0.972983122,0.007901152,0.003073806,0.088521899,0.065797841
Sim11,surv.kaplan.scale.encode.nop.ml_svm_van.tuned.compose_distr.compose_crank,14.29181628,0.927228153,0.927228153,0.999900281,0.34991833,0.352070064,2.217789077,2.044325548
Sim11,surv.kaplan.scale.encode.nop.ml_ann_coxtime.tuned.compose_distr.compose_crank,0.986928313,0.928899348,0.928899348,0.60027951,0.037293099,0.004211407,0.334627405,0.249314276
Sim11,surv.kaplan.scale.encode.nop.ml_ann_deephit.tuned.compose_distr.compose_crank,0.556925476,0.969319761,0.969319761,0.558845758,0.292348126,0.014928139,1.052760055,0.980943148
Sim11,surv.kaplan.scale.encode.nop.ml_ann_deepsurv.tuned.compose_distr.compose_crank,0.934362577,0.819550633,0.819550633,0.565605104,0.064308433,0.006758901,0.506950603,0.377843522
Sim11,surv.kaplan.scale.encode.nop.ml_ann_loghaz.tuned.compose_distr.compose_crank,1.033125551,0.958983719,0.958983719,0.574683607,0.106588992,0.004459207,0.446395254,0.379128319
Sim11,surv.kaplan.scale.encode.nop.ml_ann_pchaz.tuned.compose_distr.compose_crank,1.013319588,0.965928555,0.965928555,0.616841018,0.061939756,0.004772392,0.394527632,0.347820198
Sim11,surv.kaplan.scale.encode.nop.ml_ann_dnn.tuned.compose_distr.compose_crank,1.494630312,0.964276314,0.964276314,0.581495941,0.046101053,0.006664054,0.285623086,0.240991245
Sim12,surv.kaplan.class_nonpar_kaplan.compose_distr.compose_crank,0.985146664,0.5,0.5,0.25,0.04414633,0.01470577,0.62170198,0.428869185
Sim12,surv.kaplan.class_nonpar_nelson.compose_distr.compose_crank,0.985711148,0.5,0.5,0.25,0.044145576,0.014710361,0.621745443,0.428912153
Sim12,surv.kaplan.class_nonpar_akritas.compose_distr.compose_crank,8.163060183,0.5,0.5,0.25,0.044097225,0.014625444,0.626458975,0.433549019
Sim12,surv.kaplan.class_semipar_coxph.compose_distr.compose_crank,0.956425587,0.989783227,0.989783227,0.978238165,0.00650091,0.010729901,0.139999014,0.081286769
Sim12,surv.kaplan.encode.nop.class_semipar_cvglmnet.tuned.compose_distr.compose_crank,0.21413098,0.989816546,0.989816546,0.968040824,0.320075695,0.384578719,1.705666078,1.640076948
Sim12,surv.kaplan.class_semipar_penalized.tuned.compose_distr.compose_crank,0.933660131,0.989883244,0.989883244,0.545398653,0.004348381,0.002266801,0.079132192,0.062170548
Sim12,surv.kaplan.class_par_param.tuned.compose_distr.compose_crank,0.094843837,0.989688694,0.989688694,0.721890509,0.184739872,0.292572214,2.681315104,2.640076951
Sim12,surv.kaplan.class_par_flex.tuned.compose_distr.compose_crank,0.958215392,0.990027785,0.990027785,0.977683425,0.00433454,0.002740361,0.085999185,0.064710623
Sim12,surv.kaplan.ml_ranfor_rfsrc_brier.tuned.compose_distr.compose_crank,3.744103038,0.937504172,0.937504172,0.528548658,0.028731698,0.00652974,0.459805322,0.321339893
Sim12,surv.kaplan.ml_ranfor_rfsrc_logrank.tuned.compose_distr.compose_crank,2.513798593,0.936120093,0.936120093,0.539278626,0.02684967,0.004784147,0.392262416,0.285417428
Sim12,surv.kaplan.ml_ranfor_ranger_c.tuned.compose_distr.compose_crank,1.145638034,0.923841,0.923841,0.537074327,0.024486033,0.007566314,0.385672545,0.282008988
Sim12,surv.kaplan.ml_ranfor_rscif.tuned.compose_distr.compose_crank,163.9486892,0.928126752,0.928126752,0.531848967,0.449642875,0.251589033,0.44898466,0.317210697
Sim12,surv.kaplan.ml_ranfor_rrt.tuned.compose_distr.compose_crank,0.121090801,0.825600326,0.825600326,0.694226027,0.130966863,0.175778943,1.030445888,0.816035934
Sim12,surv.kaplan.ml_gbm_mboost_coxph.tuned.compose_distr.compose_crank,1.468675545,0.985069454,0.985069454,0.902390063,0.009245775,0.002322387,0.121925427,0.098540898
Sim12,surv.kaplan.ml_gbm_mboost_cindex.tuned.compose_distr.compose_crank,1.002983158,0.954663694,0.954663694,0.532765329,0.042105974,0.013308041,0.604013289,0.414773245
Sim12,surv.kaplan.ml_gbm_mboost_gehan.tuned.compose_distr.compose_crank,3.19939584,0.989833236,0.989833236,0.610539377,0.04277005,0.018428215,0.646332328,0.464274043
Sim12,surv.kaplan.ml_gbm_coxboost.compose_distr.compose_crank,0.829504229,0.989877701,0.989877701,0.97540158,0.003959098,0.00248774,0.077043503,0.058130955
Sim12,surv.kaplan.scale.encode.nop.ml_svm_van.tuned.compose_distr.compose_crank,3.537083844,0.888954997,0.888954997,0.999874651,0.430147615,0.488971725,1.731710585,1.644307385
Sim12,surv.kaplan.scale.encode.nop.ml_ann_coxtime.tuned.compose_distr.compose_crank,1.896201042,0.949299634,0.949299634,0.54152751,0.015658755,0.00616455,0.245372011,0.194158231
Sim12,surv.kaplan.scale.encode.nop.ml_ann_deephit.tuned.compose_distr.compose_crank,0.681060312,0.809466362,0.809466362,0.533317745,0.483149038,0.110623607,1.186871783,1.106280677
Sim12,surv.kaplan.scale.encode.nop.ml_ann_deepsurv.tuned.compose_distr.compose_crank,5.085869765,0.833218455,0.833218455,0.517245352,0.037714377,0.011121295,0.551992968,0.379486838
Sim12,surv.kaplan.scale.encode.nop.ml_ann_loghaz.tuned.compose_distr.compose_crank,0.991411264,0.97897166,0.97897166,0.55528456,0.094729438,0.100576529,0.350934379,0.316481927
Sim12,surv.kaplan.scale.encode.nop.ml_ann_pchaz.tuned.compose_distr.compose_crank,1.615266295,0.968176782,0.968176782,0.552391112,0.084522138,0.100896985,0.361714087,0.316215848
Sim12,surv.kaplan.scale.encode.nop.ml_ann_dnn.tuned.compose_distr.compose_crank,0.880673525,0.881511927,0.881511927,0.512460232,0.048334904,0.008747782,0.504158251,0.345225858
Sim13,surv.kaplan.class_nonpar_kaplan.compose_distr.compose_crank,0.975398385,0.5,0.5,0.25,0.096569697,0.008834231,1.009278906,0.809046606
Sim13,surv.kaplan.class_nonpar_nelson.compose_distr.compose_crank,0.970202528,0.5,0.5,0.25,0.096566339,0.008830119,1.009300804,0.809081787
Sim13,surv.kaplan.class_nonpar_akritas.compose_distr.compose_crank,0.975398385,0.5,0.5,0.25,0.096569697,0.008834231,1.009278906,0.809046606
Sim13,surv.kaplan.class_semipar_coxph.compose_distr.compose_crank,1.493144337,0.972700179,0.970773518,0.970839798,0.039563303,0.081634574,0.447701639,0.24009353
Sim13,surv.kaplan.encode.nop.class_semipar_cvglmnet.tuned.compose_distr.compose_crank,0.562437666,0.97278583,0.97084856,0.959977269,0.249555657,0.124397317,1.747544477,1.634458184
Sim13,surv.kaplan.class_semipar_penalized.tuned.compose_distr.compose_crank,1.378998024,0.972745657,0.970811129,0.683836937,0.03307976,0.065865053,0.38839268,0.206384218
Sim13,surv.kaplan.class_par_param.tuned.compose_distr.compose_crank,1.174622449,0.972635984,0.970692456,0.572638154,0.017906334,0.001625486,4.095950153,3.969671073
Sim13,surv.kaplan.class_par_flex.tuned.compose_distr.compose_crank,1.038480317,0.972807229,0.97087723,0.967073321,0.009764543,0.001966765,0.937372813,0.239136227
Sim13,surv.kaplan.ml_ranfor_rfsrc_brier.tuned.compose_distr.compose_crank,1.097402162,0.86063534,0.854204178,0.630099118,0.061283913,0.004756226,0.614375151,0.486349472
Sim13,surv.kaplan.ml_ranfor_rfsrc_logrank.tuned.compose_distr.compose_crank,1.157781703,0.889200747,0.882390201,0.633010209,0.061120863,0.004471119,0.610076849,0.49277157
Sim13,surv.kaplan.ml_ranfor_ranger_c.tuned.compose_distr.compose_crank,1.964872934,0.88378787,0.87762028,0.614356279,0.103591436,0.007011259,1.16249836,1.010416968
Sim13,surv.kaplan.ml_ranfor_rscif.tuned.compose_distr.compose_crank,3.864033613,0.880063355,0.874361634,0.653924108,0.078172933,0.115435305,0.512256846,0.399785672
Sim13,surv.kaplan.ml_ranfor_rrt.tuned.compose_distr.compose_crank,0.292435338,0.731754005,0.72221595,0.703752935,0.154828875,0.084001576,1.352789253,1.153917096
Sim13,surv.kaplan.ml_gbm_mboost_coxph.tuned.compose_distr.compose_crank,0.978364816,0.972098172,0.970115721,0.933446705,0.011989517,0.001456579,0.123245375,0.100337344
Sim13,surv.kaplan.ml_gbm_mboost_cindex.tuned.compose_distr.compose_crank,1.052454228,0.904810548,0.898582697,0.526627243,0.089111248,0.007669485,0.928274489,0.744680736
Sim13,surv.kaplan.ml_gbm_mboost_gehan.tuned.compose_distr.compose_crank,8.271842382,0.97292763,0.97101301,0.572472095,0.2375015,0.021388396,2.056679904,1.896989453
Sim13,surv.kaplan.ml_gbm_coxboost.compose_distr.compose_crank,0.912679928,0.972697496,0.970766664,0.969375432,0.00887652,0.002143761,0.097237508,0.071563342
