Data,Model,VanA,C_Harrell,C_Uno,C_Gonen,IGS,ILL,RMSE,MAE
Sim13,surv.kaplan.scale.encode.nop.ml_svm_van.tuned.compose_distr.compose_crank,53595268.56,0.884020686,0.876562834,0.999974072,0.372591886,0.240972233,3.732546617,3.451844918
Sim13,surv.kaplan.scale.encode.nop.ml_ann_coxtime.tuned.compose_distr.compose_crank,0.950254409,0.881949723,0.875316381,0.649316311,0.052235828,0.004396356,0.550167471,0.43656034
Sim13,surv.kaplan.scale.encode.nop.ml_ann_deephit.tuned.compose_distr.compose_crank,0.555519253,0.949207842,0.946379721,0.658297181,0.115181432,0.0086295,0.568582977,0.450340627
Sim13,surv.kaplan.scale.encode.nop.ml_ann_deepsurv.tuned.compose_distr.compose_crank,0.98503652,0.740243852,0.733955204,0.605309367,0.077395847,0.007490338,0.808316912,0.642844459
Sim13,surv.kaplan.scale.encode.nop.ml_ann_loghaz.tuned.compose_distr.compose_crank,0.210729552,0.938729942,0.934849024,0.721836209,0.144459452,0.017502311,0.475897538,0.420408033
Sim13,surv.kaplan.scale.encode.nop.ml_ann_pchaz.tuned.compose_distr.compose_crank,0.651603158,0.960167408,0.957267284,0.691557765,0.066868101,0.005307415,0.61089561,0.525944957
Sim13,surv.kaplan.scale.encode.nop.ml_ann_dnn.tuned.compose_distr.compose_crank,0.72002623,0.961628318,0.958864093,0.765024006,0.202660851,0.01088859,1.494659655,1.375886254
Sim14,surv.kaplan.class_nonpar_kaplan.compose_distr.compose_crank,0.946363932,0.5,0.5,0.25,0.092197451,0.012813332,1.076956119,0.873264523
Sim14,surv.kaplan.class_nonpar_nelson.compose_distr.compose_crank,0.940231789,0.5,0.5,0.25,0.09218228,0.012803561,1.077241092,0.873548843
Sim14,surv.kaplan.class_nonpar_akritas.compose_distr.compose_crank,0.946361653,0.5,0.5,0.25,0.092197486,0.012813263,1.076956117,0.87326452
Sim14,surv.kaplan.class_semipar_coxph.compose_distr.compose_crank,1.464198048,0.978701413,0.970991731,0.970228314,0.039198821,0.072548981,0.451939023,0.235034071
Sim14,surv.kaplan.encode.nop.class_semipar_cvglmnet.tuned.compose_distr.compose_crank,0.458880892,0.978696585,0.970911145,0.961312473,0.242866698,0.217741751,1.763650933,1.658933089
Sim14,surv.kaplan.class_semipar_penalized.tuned.compose_distr.compose_crank,1.331169748,0.978691757,0.970953047,0.679584563,0.03513012,0.065216526,0.417341235,0.213892048
Sim14,surv.kaplan.class_par_param.tuned.compose_distr.compose_crank,0.192612267,0.978459001,0.970579922,0.723855078,0.21153092,0.160261153,4.017466497,3.871802426
Sim14,surv.kaplan.class_par_flex.tuned.compose_distr.compose_crank,0.983038579,0.978628695,0.970816016,0.969395638,0.008394956,0.002019692,1.358971424,0.408546194
Sim14,surv.kaplan.ml_ranfor_rfsrc_brier.tuned.compose_distr.compose_crank,1.87594109,0.884639621,0.859141946,0.634700775,0.107425026,0.009539635,1.229260351,1.095325715
Sim14,surv.kaplan.ml_ranfor_rfsrc_logrank.tuned.compose_distr.compose_crank,1.235415859,0.902786791,0.873277962,0.632280827,0.066590109,0.007311706,0.755100796,0.63131818
Sim14,surv.kaplan.ml_ranfor_ranger_c.tuned.compose_distr.compose_crank,1.675436431,0.899441481,0.873216033,0.623339713,0.088893385,0.008652313,1.08378395,0.940504582
Sim14,surv.kaplan.ml_ranfor_rscif.tuned.compose_distr.compose_crank,3.566020796,0.901899576,0.87794733,0.642034113,0.08744596,0.131847528,0.571389063,0.445434304
Sim14,surv.kaplan.ml_ranfor_rrt.tuned.compose_distr.compose_crank,0.290405094,0.772643983,0.729793668,0.695281208,0.14058284,0.122802133,1.308964976,1.099700671
Sim14,surv.kaplan.ml_gbm_mboost_coxph.tuned.compose_distr.compose_crank,0.952360273,0.976238489,0.967712879,0.909753501,0.014310905,0.002324043,0.149333085,0.120940441
Sim14,surv.kaplan.ml_gbm_mboost_cindex.tuned.compose_distr.compose_crank,1.009393271,0.912129462,0.885712624,0.524998426,0.085464802,0.011647084,0.996068207,0.807993597
Sim14,surv.kaplan.ml_gbm_mboost_gehan.tuned.compose_distr.compose_crank,7.91500265,0.9778772,0.969794512,0.574415326,0.218063935,0.025666606,2.139207273,1.974366832
Sim14,surv.kaplan.ml_gbm_coxboost.compose_distr.compose_crank,0.878713538,0.978725672,0.971004248,0.967744946,0.008546828,0.001977791,0.096062335,0.073415684
Sim14,surv.kaplan.scale.encode.nop.ml_svm_van.tuned.compose_distr.compose_crank,1144.549242,0.911382854,0.883832812,0.999948263,0.357700163,0.356107015,3.626577865,3.309681577
Sim14,surv.kaplan.scale.encode.nop.ml_ann_coxtime.tuned.compose_distr.compose_crank,0.953585264,0.933277726,0.913812757,0.702569127,0.028796416,0.0044884,0.328768203,0.25829675
Sim14,surv.kaplan.scale.encode.nop.ml_ann_deephit.tuned.compose_distr.compose_crank,0.598691629,0.786466479,0.745660603,0.53903532,0.143597539,0.013994403,1.092901829,0.865467843
Sim14,surv.kaplan.scale.encode.nop.ml_ann_deepsurv.tuned.compose_distr.compose_crank,0.962105112,0.862153232,0.828379512,0.627947211,0.058837672,0.007848067,0.667369403,0.529135984
Sim14,surv.kaplan.scale.encode.nop.ml_ann_loghaz.tuned.compose_distr.compose_crank,0.388755089,0.94440943,0.928096712,0.595822215,0.134654022,0.01793747,0.827535114,0.622446687
Sim14,surv.kaplan.scale.encode.nop.ml_ann_pchaz.tuned.compose_distr.compose_crank,0.542681362,0.956195652,0.938709557,0.698494256,0.066200403,0.007714312,0.653082313,0.541907719
Sim14,surv.kaplan.scale.encode.nop.ml_ann_dnn.tuned.compose_distr.compose_crank,0.6217499,0.965974629,0.954497337,0.761120915,0.186400861,0.01411861,1.425040266,1.333455236
Sim15,surv.kaplan.class_nonpar_kaplan.compose_distr.compose_crank,0.926892582,0.5,0.5,0.25,0.101309982,0.016553743,1.235823727,1.028116542
Sim15,surv.kaplan.class_nonpar_nelson.compose_distr.compose_crank,0.919908114,0.5,0.5,0.25,0.101268514,0.016552588,1.238724717,1.03059627
Sim15,surv.kaplan.class_nonpar_akritas.compose_distr.compose_crank,0.926892582,0.5,0.5,0.25,0.101309982,0.016553743,1.235823722,1.028116538
Sim15,surv.kaplan.class_semipar_coxph.compose_distr.compose_crank,1.440950772,0.988823354,0.969920993,0.974266231,0.05587412,0.063238778,0.432465655,0.223661735
Sim15,surv.kaplan.encode.nop.class_semipar_cvglmnet.tuned.compose_distr.compose_crank,0.229112026,0.988763154,0.969493568,0.964218676,0.264541878,0.278926688,1.732183595,1.62504481
Sim15,surv.kaplan.class_semipar_penalized.tuned.compose_distr.compose_crank,1.17030365,0.988702953,0.969500601,0.683784664,0.040212347,0.043646812,0.332102148,0.170450512
Sim15,surv.kaplan.class_par_param.tuned.compose_distr.compose_crank,0.118602458,0.989034057,0.970447063,0.72430712,0.208302764,0.218065007,3.743217056,3.572765833
Sim15,surv.kaplan.class_par_flex.tuned.compose_distr.compose_crank,0.928146302,0.988702953,0.969294369,0.972717643,0.010531932,0.003681668,1.431016868,0.457528446
Sim15,surv.kaplan.ml_ranfor_rfsrc_brier.tuned.compose_distr.compose_crank,1.662757479,0.934796154,0.876107514,0.623260975,0.135129735,0.011583374,1.561719241,1.436681113
Sim15,surv.kaplan.ml_ranfor_rfsrc_logrank.tuned.compose_distr.compose_crank,1.55825555,0.939812601,0.853586197,0.647482336,0.120132836,0.010364286,1.406359661,1.294812407
Sim15,surv.kaplan.ml_ranfor_ranger_c.tuned.compose_distr.compose_crank,1.735833469,0.935719132,0.863522828,0.594418764,0.109817854,0.0115389,1.531224358,1.354235608
Sim15,surv.kaplan.ml_ranfor_rscif.tuned.compose_distr.compose_crank,4.472314219,0.935598791,0.863494337,0.650045574,0.169855875,0.337417408,0.642305644,0.529606418
Sim15,surv.kaplan.ml_ranfor_rrt.tuned.compose_distr.compose_crank,0.214507213,0.835164368,0.71742934,0.681290984,0.13716857,0.123575338,1.112548882,0.896168453
Sim15,surv.kaplan.ml_gbm_mboost_coxph.tuned.compose_distr.compose_crank,0.871103462,0.98250258,0.955539405,0.892126739,0.021728772,0.003803161,0.187619503,0.14805524
Sim15,surv.kaplan.ml_gbm_mboost_cindex.tuned.compose_distr.compose_crank,0.981751247,0.936943173,0.856945872,0.523263276,0.09504478,0.015527413,1.162414227,0.96955797
Sim15,surv.kaplan.ml_gbm_mboost_gehan.tuned.compose_distr.compose_crank,7.763091977,0.987258196,0.966659784,0.580131829,0.219119533,0.029679144,2.380677605,2.221122446
Sim15,surv.kaplan.ml_gbm_coxboost.compose_distr.compose_crank,0.709670376,0.988803267,0.969801605,0.97155726,0.011265077,0.003434603,0.107106974,0.075446912
Sim15,surv.kaplan.scale.encode.nop.ml_svm_van.tuned.compose_distr.compose_crank,1.01888E+15,0.878220558,0.787750781,0.999907196,0.380064663,0.51449064,3.254608324,2.909955764
Sim15,surv.kaplan.scale.encode.nop.ml_ann_coxtime.tuned.compose_distr.compose_crank,0.903357865,0.976673484,0.94359231,0.661951303,0.041817812,0.006633572,0.472926869,0.377934728
Sim15,surv.kaplan.scale.encode.nop.ml_ann_deephit.tuned.compose_distr.compose_crank,0.44164259,0.924281657,0.8441962,0.526442409,0.135791336,0.01576456,1.033850814,0.86077625
Sim15,surv.kaplan.scale.encode.nop.ml_ann_deepsurv.tuned.compose_distr.compose_crank,0.933591753,0.914389193,0.813500822,0.606883585,0.071332508,0.011191126,0.797674502,0.666095153
Sim15,surv.kaplan.scale.encode.nop.ml_ann_loghaz.tuned.compose_distr.compose_crank,0.306320421,0.963229418,0.900033712,0.675566733,0.112523384,0.016453383,0.442926156,0.316906869
Sim15,surv.kaplan.scale.encode.nop.ml_ann_pchaz.tuned.compose_distr.compose_crank,0.597627485,0.976773798,0.935379148,0.693970263,0.052101696,0.007453983,0.362912725,0.275904772
Sim15,surv.kaplan.scale.encode.nop.ml_ann_dnn.tuned.compose_distr.compose_crank,1.229790783,0.951821983,0.891181886,0.638470232,0.215820034,0.013093877,2.011972897,1.927576906
Sim16,surv.kaplan.class_nonpar_kaplan.compose_distr.compose_crank,0.962092519,0.5,0.5,0.25,0.090433716,0.00883473,1.010091807,0.805043404
Sim16,surv.kaplan.class_nonpar_nelson.compose_distr.compose_crank,0.949317465,0.5,0.5,0.25,0.090427138,0.008816491,1.010059657,0.804987729
Sim16,surv.kaplan.class_nonpar_akritas.compose_distr.compose_crank,0.962092519,0.5,0.5,0.25,0.090433716,0.00883473,1.010091807,0.805043404
Sim16,surv.kaplan.class_semipar_coxph.compose_distr.compose_crank,1.411177565,0.972456455,0.970576048,0.97057271,0.037158644,0.083301375,0.461968726,0.241866158
Sim16,surv.kaplan.encode.nop.class_semipar_cvglmnet.tuned.compose_distr.compose_crank,0.462071536,0.972375095,0.970480978,0.960183918,0.237312219,0.119183702,1.753691777,1.635805889
Sim16,surv.kaplan.class_semipar_penalized.tuned.compose_distr.compose_crank,1.334622909,0.972375095,0.970486522,0.685853481,0.030192874,0.063252963,0.394345565,0.202354429
Sim16,surv.kaplan.class_par_param.tuned.compose_distr.compose_crank,0.270444688,0.972003639,0.970079124,0.723706305,0.207561232,0.092718742,4.113741821,3.987849738
Sim16,surv.kaplan.class_par_flex.tuned.compose_distr.compose_crank,0.924316904,0.972415805,0.970527947,0.969505847,0.008439435,0.00217808,1.426220099,0.443028915
Sim16,surv.kaplan.ml_ranfor_rfsrc_brier.tuned.compose_distr.compose_crank,2.305612521,0.878540576,0.873542011,0.601288855,0.122046153,0.008287953,1.333337777,1.1729196
Sim16,surv.kaplan.ml_ranfor_rfsrc_logrank.tuned.compose_distr.compose_crank,1.213538779,0.891206026,0.885151267,0.628309488,0.062165698,0.004624616,0.660669592,0.531812917
Sim16,surv.kaplan.ml_ranfor_ranger_c.tuned.compose_distr.compose_crank,1.570334483,0.884429932,0.879113436,0.618353188,0.078711418,0.00561576,0.901580994,0.751432983
Sim16,surv.kaplan.ml_ranfor_rscif.tuned.compose_distr.compose_crank,3.685360612,0.880061686,0.874596655,0.652101815,0.068696188,0.108715926,0.520525785,0.405951283
Sim16,surv.kaplan.ml_ranfor_rrt.tuned.compose_distr.compose_crank,0.269034555,0.735742867,0.72681272,0.708089411,0.145775183,0.083402174,1.378292795,1.17566068
Sim16,surv.kaplan.ml_gbm_mboost_coxph.tuned.compose_distr.compose_crank,0.921341003,0.97071296,0.96871686,0.928713322,0.012160032,0.001515834,0.134970829,0.109641303
Sim16,surv.kaplan.ml_gbm_mboost_cindex.tuned.compose_distr.compose_crank,1.02868643,0.892510235,0.886366248,0.52403307,0.084197546,0.00775645,0.938301849,0.748795358
Sim16,surv.kaplan.ml_gbm_mboost_gehan.tuned.compose_distr.compose_crank,8.135525911,0.972084999,0.970173657,0.572001278,0.218920175,0.02103684,2.027329534,1.870786186
Sim16,surv.kaplan.ml_gbm_coxboost.compose_distr.compose_crank,0.881246704,0.972407639,0.970522463,0.969195008,0.008467774,0.002120979,0.09896842,0.07287742
Sim16,surv.kaplan.scale.encode.nop.ml_svm_van.tuned.compose_distr.compose_crank,97.15235651,0.919047832,0.914334416,0.999774516,0.346822271,0.219928365,3.518230982,3.222183635
Sim16,surv.kaplan.scale.encode.nop.ml_ann_coxtime.tuned.compose_distr.compose_crank,0.965492409,0.698027134,0.691374779,0.531995118,0.085339793,0.008026216,0.951816056,0.755517548
Sim16,surv.kaplan.scale.encode.nop.ml_ann_deephit.tuned.compose_distr.compose_crank,0.588137249,0.956615806,0.953487158,0.634969592,0.115915306,0.009635535,0.68215126,0.529233349
Sim16,surv.kaplan.scale.encode.nop.ml_ann_deepsurv.tuned.compose_distr.compose_crank,0.916712887,0.835552275,0.830352843,0.642099202,0.054712287,0.005647651,0.618748292,0.491316338
Sim16,surv.kaplan.scale.encode.nop.ml_ann_loghaz.tuned.compose_distr.compose_crank,0.32741025,0.954319179,0.951319516,0.677315235,0.137118226,0.012609568,0.756808541,0.672771247
Sim16,surv.kaplan.scale.encode.nop.ml_ann_pchaz.tuned.compose_distr.compose_crank,0.656808598,0.931827188,0.927475035,0.707639694,0.066855082,0.005897272,0.610909622,0.531606887
Sim16,surv.kaplan.scale.encode.nop.ml_ann_dnn.tuned.compose_distr.compose_crank,0.801796476,0.962646246,0.960075855,0.763613164,0.198097059,0.010305703,1.513605724,1.397812612
Sim17,surv.kaplan.class_nonpar_kaplan.compose_distr.compose_crank,0.965705202,0.5,0.5,0.25,0.090935839,0.012456845,1.057444919,0.855459082
Sim17,surv.kaplan.class_nonpar_nelson.compose_distr.compose_crank,0.969977904,0.5,0.5,0.25,0.090930389,0.012455693,1.057773579,0.855740386
Sim17,surv.kaplan.class_nonpar_akritas.compose_distr.compose_crank,0.965705202,0.5,0.5,0.25,0.090935839,0.012456845,1.057444914,0.855459079
Sim17,surv.kaplan.class_semipar_coxph.compose_distr.compose_crank,1.321818852,0.977365971,0.970935941,0.970916986,0.038284362,0.071266038,0.437427656,0.227308817
Sim17,surv.kaplan.encode.nop.class_semipar_cvglmnet.tuned.compose_distr.compose_crank,0.381494479,0.977157533,0.970658302,0.961324155,0.252976259,0.210738722,1.77231047,1.660360858
Sim17,surv.kaplan.class_semipar_penalized.tuned.compose_distr.compose_crank,1.229053779,0.977233768,0.970764458,0.684068203,0.031222275,0.056392544,0.376672029,0.193593172
Sim17,surv.kaplan.class_par_param.tuned.compose_distr.compose_crank,0.198155068,0.976862669,0.97026974,0.723006487,0.209696396,0.149307874,3.997110282,3.856845799
Sim17,surv.kaplan.class_par_flex.tuned.compose_distr.compose_crank,0.865629485,0.977335453,0.970896542,0.96927768,0.008893523,0.00260311,1.342350875,0.403535787
Sim17,surv.kaplan.ml_ranfor_rfsrc_brier.tuned.compose_distr.compose_crank,1.757473191,0.885289431,0.865205407,0.622883856,0.099381151,0.009239394,1.142566944,0.99938708
Sim17,surv.kaplan.ml_ranfor_rfsrc_logrank.tuned.compose_distr.compose_crank,1.052213251,0.900658369,0.878972948,0.647153556,0.052975588,0.006612495,0.576102048,0.457663572
Sim17,surv.kaplan.ml_ranfor_ranger_c.tuned.compose_distr.compose_crank,1.896812172,0.896667421,0.876510322,0.615225971,0.09931627,0.009291741,1.236351006,1.087384096
Sim17,surv.kaplan.ml_ranfor_rscif.tuned.compose_distr.compose_crank,3.526680598,0.895874321,0.877200365,0.659694612,0.083486821,0.144033256,0.523618488,0.406787654
Sim17,surv.kaplan.ml_ranfor_rrt.tuned.compose_distr.compose_crank,0.244096167,0.766590416,0.73332274,0.701583087,0.140404825,0.09880412,1.299178924,1.097656341
Sim17,surv.kaplan.ml_gbm_mboost_coxph.tuned.compose_distr.compose_crank,0.899726005,0.974198639,0.966839314,0.920093358,0.013754772,0.002224564,0.149979142,0.12168993
Sim17,surv.kaplan.ml_gbm_mboost_cindex.tuned.compose_distr.compose_crank,1.030340294,0.913368404,0.89391005,0.525331914,0.084248644,0.011342288,0.976440142,0.790665151
Sim17,surv.kaplan.ml_gbm_mboost_gehan.tuned.compose_distr.compose_crank,8.071888521,0.976481378,0.969768763,0.573874295,0.22804393,0.025568994,2.154498244,1.994107188
Sim17,surv.kaplan.ml_gbm_coxboost.compose_distr.compose_crank,0.817108626,0.977345645,0.970904768,0.969492495,0.008899599,0.002566069,0.104000855,0.074783618
Sim17,surv.kaplan.scale.encode.nop.ml_svm_van.tuned.compose_distr.compose_crank,86411411962,0.892249405,0.8698017,0.999956429,0.355350589,0.352442458,3.60474885,3.29541619
Sim17,surv.kaplan.scale.encode.nop.ml_ann_coxtime.tuned.compose_distr.compose_crank,0.833554713,0.922519624,0.915699005,0.715768278,0.026566071,0.006061029,0.329771434,0.244892988
Sim17,surv.kaplan.scale.encode.nop.ml_ann_deephit.tuned.compose_distr.compose_crank,0.583163642,0.94651109,0.935267985,0.614263654,0.114398479,0.012184867,0.711834538,0.548263257
Sim17,surv.kaplan.scale.encode.nop.ml_ann_deepsurv.tuned.compose_distr.compose_crank,0.966318714,0.725051463,0.69669199,0.579512119,0.079670541,0.011089433,0.916790237,0.737509239
Sim17,surv.kaplan.scale.encode.nop.ml_ann_loghaz.tuned.compose_distr.compose_crank,0.296669811,0.91991663,0.902767181,0.701141357,0.114959624,0.015558415,0.561934013,0.453102367
Sim17,surv.kaplan.scale.encode.nop.ml_ann_pchaz.tuned.compose_distr.compose_crank,0.560706976,0.958494127,0.947201848,0.672076643,0.067303317,0.008459642,0.656831321,0.558957365
Sim17,surv.kaplan.scale.encode.nop.ml_ann_dnn.tuned.compose_distr.compose_crank,0.800273122,0.952647507,0.94102037,0.755824685,0.183372825,0.01220133,1.45775144,1.371372755
Sim18,surv.kaplan.class_nonpar_kaplan.compose_distr.compose_crank,0.982176259,0.5,0.5,0.25,0.102485285,0.015762553,1.141827496,0.938648778
Sim18,surv.kaplan.class_nonpar_nelson.compose_distr.compose_crank,0.934334984,0.5,0.5,0.25,0.102458751,0.015730587,1.143838242,0.940307515
Sim18,surv.kaplan.class_nonpar_akritas.compose_distr.compose_crank,0.982176259,0.5,0.5,0.25,0.102485285,0.015762553,1.141827485,0.938648769
Sim18,surv.kaplan.class_semipar_coxph.compose_distr.compose_crank,1.218002822,0.98588413,0.968417645,0.973438382,0.046951896,0.054491034,0.377063841,0.196395538
Sim18,surv.kaplan.encode.nop.class_semipar_cvglmnet.tuned.compose_distr.compose_crank,0.252580608,0.985678554,0.967901111,0.960810065,0.237042199,0.307188889,1.621799008,1.509325618
Sim18,surv.kaplan.class_semipar_penalized.tuned.compose_distr.compose_crank,1.112138205,0.985564351,0.967516959,0.690998256,0.030543558,0.031715131,0.272044976,0.149232909
Sim18,surv.kaplan.class_par_param.tuned.compose_distr.compose_crank,0.129505108,0.985678554,0.967768669,0.724101424,0.200087792,0.235133182,3.740010892,3.584240675
Sim18,surv.kaplan.class_par_flex.tuned.compose_distr.compose_crank,0.898365438,0.985461593,0.967392504,0.969008625,0.011565209,0.002805475,0.696222416,0.172334002
Sim18,surv.kaplan.ml_ranfor_rfsrc_brier.tuned.compose_distr.compose_crank,3.411416638,0.917326212,0.837399483,0.605381846,0.238283326,0.015898437,2.038793991,1.92755519
Sim18,surv.kaplan.ml_ranfor_rfsrc_logrank.tuned.compose_distr.compose_crank,1.12837544,0.920272708,0.849740028,0.631168187,0.072606804,0.009337267,0.796254025,0.669000786
Sim18,surv.kaplan.ml_ranfor_ranger_c.tuned.compose_distr.compose_crank,1.54351319,0.918925107,0.848494411,0.622148275,0.099524292,0.01034479,1.13788441,1.006179199
Sim18,surv.kaplan.ml_ranfor_rscif.tuned.compose_distr.compose_crank,4.091451424,0.92616576,0.871771038,0.651189208,0.164956377,0.301219963,0.580280691,0.463583951
Sim18,surv.kaplan.ml_ranfor_rrt.tuned.compose_distr.compose_crank,0.183758184,0.80200088,0.69586271,0.67987293,0.142239952,0.140040615,1.131883786,0.910713067
Sim18,surv.kaplan.ml_gbm_mboost_coxph.tuned.compose_distr.compose_crank,0.907544327,0.982720613,0.96233505,0.904472888,0.017857836,0.003317372,0.145824167,0.117326196
Sim18,surv.kaplan.ml_gbm_mboost_cindex.tuned.compose_distr.compose_crank,1.030304561,0.945980489,0.890209138,0.523480713,0.095816519,0.014704007,1.065013333,0.876062248
Sim18,surv.kaplan.ml_gbm_mboost_gehan.tuned.compose_distr.compose_crank,7.46298046,0.984205306,0.964430928,0.581073165,0.214690673,0.027684187,2.131489464,1.962917716
Sim18,surv.kaplan.ml_gbm_coxboost.compose_distr.compose_crank,0.797242435,0.98588413,0.96833086,0.971715927,0.009990595,0.002700233,0.092421216,0.072113724
Sim18,surv.kaplan.scale.encode.nop.ml_svm_van.tuned.compose_distr.compose_crank,7.113236041,0.935907543,0.874736309,0.999822497,0.359071224,0.509540797,3.092280935,2.749308204
Sim18,surv.kaplan.scale.encode.nop.ml_ann_coxtime.tuned.compose_distr.compose_crank,0.793484139,0.773746312,0.767966509,0.652453601,0.072240938,0.013712799,0.831473544,0.634742205
Sim18,surv.kaplan.scale.encode.nop.ml_ann_deephit.tuned.compose_distr.compose_crank,0.417636113,0.873059928,0.760952234,0.512367666,0.158028867,0.017044709,1.028379015,0.822690346
Sim18,surv.kaplan.scale.encode.nop.ml_ann_deepsurv.tuned.compose_distr.compose_crank,0.891672184,0.862381637,0.80503118,0.603809059,0.07610221,0.01162531,0.805829646,0.653369241
Sim18,surv.kaplan.scale.encode.nop.ml_ann_loghaz.tuned.compose_distr.compose_crank,0.235328167,0.953952074,0.890769303,0.683379054,0.139402776,0.022550018,0.470931764,0.349727323
Sim18,surv.kaplan.scale.encode.nop.ml_ann_pchaz.tuned.compose_distr.compose_crank,0.616798217,0.962985814,0.900108516,0.632336497,0.077975124,0.009802478,0.553026201,0.357081709
Sim18,surv.kaplan.scale.encode.nop.ml_ann_dnn.tuned.compose_distr.compose_crank,1.55463225,0.96910727,0.929020286,0.654223144,0.26809994,0.016298983,1.927290316,1.821088204
Sim19,surv.kaplan.class_nonpar_kaplan.compose_distr.compose_crank,0.972962049,0.5,0.5,0.25,0.157004195,0.005910813,0.755830533,0.611464124
Sim19,surv.kaplan.class_nonpar_nelson.compose_distr.compose_crank,0.973953927,0.5,0.5,0.25,0.156998714,0.005912579,0.75596548,0.611549527
Sim19,surv.kaplan.class_nonpar_akritas.compose_distr.compose_crank,0.972962049,0.5,0.5,0.25,0.157004195,0.005910813,0.75634065,0.611786021
Sim19,surv.kaplan.class_semipar_coxph.compose_distr.compose_crank,0.913636103,0.607430875,0.607430875,0.650815725,0.150233188,0.009266208,0.788905588,0.633193397
Sim19,surv.kaplan.encode.nop.class_semipar_cvglmnet.tuned.compose_distr.compose_crank,0.235511702,0.60922879,0.60922879,0.591079354,0.271239934,0.028539707,1.014057714,0.87237402
Sim19,surv.kaplan.class_semipar_penalized.tuned.compose_distr.compose_crank,0.913867684,0.607174635,0.607174635,0.587620854,0.150124308,0.009155648,0.787831551,0.632406845
Sim19,surv.kaplan.class_par_param.tuned.compose_distr.compose_crank,0.910733353,0.607607961,0.607607961,0.531156957,0.150343613,0.009534988,3.72249291,3.651067684
Sim19,surv.kaplan.class_par_flex.tuned.compose_distr.compose_crank,0.916274553,0.607470453,0.607470453,0.651367009,0.150191468,0.009342675,0.861042492,0.677234677
Sim19,surv.kaplan.ml_ranfor_rfsrc_brier.tuned.compose_distr.compose_crank,1.239577497,0.59716624,0.59716624,0.559553385,0.151640781,0.007933396,0.756362701,0.615224938
Sim19,surv.kaplan.ml_ranfor_rfsrc_logrank.tuned.compose_distr.compose_crank,1.221869312,0.590241194,0.590241194,0.573660493,0.153153358,0.008535784,0.771260151,0.625406149
Sim19,surv.kaplan.ml_ranfor_ranger_c.tuned.compose_distr.compose_crank,0.83821081,0.587097406,0.587097406,0.562617779,0.153630884,0.00756166,0.757871998,0.617756866
Sim19,surv.kaplan.ml_ranfor_rscif.tuned.compose_distr.compose_crank,8.490171323,0.593484938,0.593484938,0.56745708,0.212232365,0.20675412,0.768593347,0.620087525
Sim19,surv.kaplan.ml_ranfor_rrt.tuned.compose_distr.compose_crank,0.305095744,0.584388018,0.584388018,0.527773082,0.233269238,0.023110082,0.941375369,0.798874193
Sim19,surv.kaplan.ml_gbm_mboost_coxph.tuned.compose_distr.compose_crank,1.351763273,0.60842669,0.60842669,0.626223683,0.148849826,0.008041137,0.772683771,0.621822783
Sim19,surv.kaplan.ml_gbm_mboost_cindex.tuned.compose_distr.compose_crank,0.983184642,0.589974523,0.589974523,0.528892577,0.153067577,0.005954733,0.754630376,0.610013478
Sim19,surv.kaplan.ml_gbm_mboost_gehan.tuned.compose_distr.compose_crank,4.761906825,0.608601749,0.608601749,0.523404777,0.235315464,0.021903337,1.151839498,0.925836948
Sim19,surv.kaplan.ml_gbm_coxboost.compose_distr.compose_crank,0.917213654,0.607999623,0.607999623,0.646854937,0.149806296,0.009054231,0.785549162,0.630354707
Sim19,surv.kaplan.scale.encode.nop.ml_svm_van.tuned.compose_distr.compose_crank,8.30319E+16,0.60734129,0.60734129,0.999983132,0.437117883,0.361336393,2.766778671,2.476053239
Sim19,surv.kaplan.scale.encode.nop.ml_ann_coxtime.tuned.compose_distr.compose_crank,0.883659292,0.582782805,0.582782805,0.597916007,0.157732532,0.01102614,0.803911159,0.639784112
Sim19,surv.kaplan.scale.encode.nop.ml_ann_deephit.tuned.compose_distr.compose_crank,0.922521857,0.475192547,0.475192547,0.500053287,0.40044207,0.174485626,1.589321616,1.425940414
Sim19,surv.kaplan.scale.encode.nop.ml_ann_deepsurv.tuned.compose_distr.compose_crank,0.946967698,0.583484888,0.583484888,0.560071528,0.152471299,0.007700138,0.769533379,0.615654542
Sim19,surv.kaplan.scale.encode.nop.ml_ann_loghaz.tuned.compose_distr.compose_crank,1.121148824,0.601603746,0.601603746,0.543482184,0.277583767,0.169730368,0.872600585,0.743025968
Sim19,surv.kaplan.scale.encode.nop.ml_ann_pchaz.tuned.compose_distr.compose_crank,2.470455256,0.594657898,0.594657898,0.527369022,0.208729492,0.166240447,0.822575084,0.699550878
Sim19,surv.kaplan.scale.encode.nop.ml_ann_dnn.tuned.compose_distr.compose_crank,2.754803423,0.594534993,0.594534993,0.506544769,0.189769781,0.008193049,0.93273023,0.730520263
Sim20,surv.kaplan.class_nonpar_kaplan.compose_distr.compose_crank,0.970598452,0.5,0.5,0.25,0.128198885,0.010531746,0.644915329,0.480454013
Sim20,surv.kaplan.class_nonpar_nelson.compose_distr.compose_crank,0.97127606,0.5,0.5,0.25,0.128198809,0.010538586,0.645019442,0.480519318
Sim20,surv.kaplan.class_nonpar_akritas.compose_distr.compose_crank,3.300743854,0.5,0.5,0.25,0.128125786,0.010518813,0.647493295,0.482085311
